seller_id,purchase_date,item_gmv_brl,distinct_orders,month
282f23a9769b2690c5dda22e316f9941,2018-04-01,594.00000,10,2018-04
282f23a9769b2690c5dda22e316f9941,2018-05-01,422.65000,8,2018-05
282f23a9769b2690c5dda22e316f9941,2018-06-01,369.14000,7,2018-06
282f23a9769b2690c5dda22e316f9941,2018-07-01,326.27000,7,2018-07
282f23a9769b2690c5dda22e316f9941,2018-08-01,499.60000,8,2018-08
28405831a29823802aa22c084cfd0649,2018-06-01,35.00000,1,2018-06
28405831a29823802aa22c084cfd0649,2018-07-01,35.00000,1,2018-07
28405831a29823802aa22c084cfd0649,2018-08-01,140.00000,4,2018-08
28872dc528e978a639754bc8c2ce5a4c,2018-06-01,1009.90000,1,2018-06
289cdb325fb7e7f891c38608bf9e0962,2018-02-01,405.30000,4,2018-02
289cdb325fb7e7f891c38608bf9e0962,2018-03-01,885.70000,8,2018-03
289cdb325fb7e7f891c38608bf9e0962,2018-04-01,262.90000,3,2018-04
289cdb325fb7e7f891c38608bf9e0962,2018-05-01,1361.50000,12,2018-05
289cdb325fb7e7f891c38608bf9e0962,2018-06-01,1811.29000,15,2018-06
289cdb325fb7e7f891c38608bf9e0962,2018-07-01,3588.56000,27,2018-07
289cdb325fb7e7f891c38608bf9e0962,2018-08-01,5095.30000,40,2018-08
28a26ebce31d5918b181ede016fd693b,2018-08-01,29.90000,1,2018-08
28c7d8743fbc8679f484868cc0fcaefb,2018-05-01,80.50000,1,2018-05
28c7d8743fbc8679f484868cc0fcaefb,2018-06-01,68.00000,1,2018-06
28c7d8743fbc8679f484868cc0fcaefb,2018-08-01,53.00000,1,2018-08
28d162ab86bb49d719c32f0ee6186eaa,2017-09-01,109.99000,1,2017-09
28ea411b354f14b1a494be4e79f0ce02,2017-02-01,145.00000,1,2017-02
28ea411b354f14b1a494be4e79f0ce02,2017-05-01,270.00000,2,2017-05
28ea411b354f14b1a494be4e79f0ce02,2017-06-01,110.00000,1,2017-06
28ea411b354f14b1a494be4e79f0ce02,2017-12-01,160.00000,1,2017-12
28ea411b354f14b1a494be4e79f0ce02,2018-01-01,135.00000,1,2018-01
28f10b1c5e5abb9d4857745bede6147c,2018-04-01,40.00000,4,2018-04
28f10b1c5e5abb9d4857745bede6147c,2018-05-01,223.00000,9,2018-05
28f10b1c5e5abb9d4857745bede6147c,2018-06-01,120.00000,5,2018-06
28f10b1c5e5abb9d4857745bede6147c,2018-07-01,183.00000,2,2018-07
28f10b1c5e5abb9d4857745bede6147c,2018-08-01,269.00000,8,2018-08
28fb0829fd777877cdc350d25cb5bd5b,2017-10-01,169.90000,1,2017-10
28fb0829fd777877cdc350d25cb5bd5b,2017-11-01,109.90000,1,2017-11
293dee954235e4e4e43f129313625ebe,2017-10-01,50.99000,1,2017-10
293dee954235e4e4e43f129313625ebe,2017-12-01,137.99000,1,2017-12
293dee954235e4e4e43f129313625ebe,2018-01-01,1589.94000,6,2018-01
2953ce3a88f5e3c3b696d77fc9e4c8eb,2017-10-01,35.00000,1,2017-10
2953ce3a88f5e3c3b696d77fc9e4c8eb,2018-02-01,72.00000,2,2018-02
2953ce3a88f5e3c3b696d77fc9e4c8eb,2018-03-01,33.00000,1,2018-03
2953ce3a88f5e3c3b696d77fc9e4c8eb,2018-04-01,90.00000,2,2018-04
2953ce3a88f5e3c3b696d77fc9e4c8eb,2018-08-01,240.00000,8,2018-08
296729ffb9b684050dd24836dac4494a,2018-05-01,55.00000,1,2018-05
296729ffb9b684050dd24836dac4494a,2018-08-01,59.00000,1,2018-08
297d5eccd19fa9a83b2630071ff105e4,2018-07-01,212.99000,2,2018-07
297d5eccd19fa9a83b2630071ff105e4,2018-08-01,621.98000,6,2018-08
299c89a525fee36c567f4fe72f038100,2018-08-01,189.00000,1,2018-08
29c322e3f09f886f8bacbe91dfbd979e,2018-08-01,48.98000,1,2018-08
29e6e05b65f93bc224c644319dc52ecf,2018-06-01,98.90000,1,2018-06
29e6e05b65f93bc224c644319dc52ecf,2018-07-01,256.80000,2,2018-07
29e6e05b65f93bc224c644319dc52ecf,2018-08-01,119.90000,1,2018-08
29fe9f200d3fa0c668d2aa1ec7e08dfb,2017-06-01,160.00000,2,2017-06
29fe9f200d3fa0c668d2aa1ec7e08dfb,2017-07-01,80.00000,1,2017-07
29fe9f200d3fa0c668d2aa1ec7e08dfb,2017-08-01,80.00000,1,2017-08
29fe9f200d3fa0c668d2aa1ec7e08dfb,2017-09-01,80.00000,1,2017-09
2a1348e9addc1af5aaa619b1a3679d6b,2017-01-01,470.10000,9,2017-01
2a1348e9addc1af5aaa619b1a3679d6b,2017-02-01,831.00000,10,2017-02
2a1348e9addc1af5aaa619b1a3679d6b,2017-03-01,340.50000,5,2017-03
2a1348e9addc1af5aaa619b1a3679d6b,2017-05-01,216.80000,4,2017-05
2a1348e9addc1af5aaa619b1a3679d6b,2017-06-01,34.90000,1,2017-06
2a1348e9addc1af5aaa619b1a3679d6b,2017-07-01,144.60000,2,2017-07
2a1348e9addc1af5aaa619b1a3679d6b,2017-08-01,77.80000,2,2017-08
2a1348e9addc1af5aaa619b1a3679d6b,2017-09-01,54.90000,1,2017-09
2a1348e9addc1af5aaa619b1a3679d6b,2017-10-01,124.50000,4,2017-10
2a1348e9addc1af5aaa619b1a3679d6b,2017-11-01,11.90000,1,2017-11
2a1348e9addc1af5aaa619b1a3679d6b,2017-12-01,89.70000,2,2017-12
2a1348e9addc1af5aaa619b1a3679d6b,2018-03-01,118.20000,3,2018-03
2a1348e9addc1af5aaa619b1a3679d6b,2018-04-01,88.80000,2,2018-04
2a1348e9addc1af5aaa619b1a3679d6b,2018-06-01,49.80000,1,2018-06
2a1348e9addc1af5aaa619b1a3679d6b,2018-08-01,43.90000,1,2018-08
2a167ca73899c85001a837d8fb4962f6,2018-07-01,4097.00000,2,2018-07
2a261b5b644fa05f4f2700eb93544f2c,2017-10-01,110.00000,2,2017-10
2a261b5b644fa05f4f2700eb93544f2c,2017-11-01,240.00000,1,2017-11
2a261b5b644fa05f4f2700eb93544f2c,2017-12-01,110.00000,1,2017-12
2a261b5b644fa05f4f2700eb93544f2c,2018-01-01,240.00000,2,2018-01
2a261b5b644fa05f4f2700eb93544f2c,2018-02-01,595.00000,7,2018-02
2a261b5b644fa05f4f2700eb93544f2c,2018-03-01,1245.00000,11,2018-03
2a261b5b644fa05f4f2700eb93544f2c,2018-04-01,870.00000,8,2018-04
2a261b5b644fa05f4f2700eb93544f2c,2018-05-01,545.00000,6,2018-05
2a261b5b644fa05f4f2700eb93544f2c,2018-06-01,705.00000,4,2018-06
2a261b5b644fa05f4f2700eb93544f2c,2018-07-01,530.00000,8,2018-07
2a261b5b644fa05f4f2700eb93544f2c,2018-08-01,165.00000,1,2018-08
2a50b7ee5aebecc6fd0ff9784a4747d6,2017-11-01,199.80000,1,2017-11
2a5b78b41cd05baeac8df54c6606b92c,2017-07-01,253.71000,2,2017-07
2a5b78b41cd05baeac8df54c6606b92c,2017-08-01,315.54000,2,2017-08
2a5b78b41cd05baeac8df54c6606b92c,2017-09-01,136.77000,1,2017-09
2a5b78b41cd05baeac8df54c6606b92c,2017-10-01,315.54000,2,2017-10
2a5b78b41cd05baeac8df54c6606b92c,2017-11-01,74.82000,1,2017-11
2a5b78b41cd05baeac8df54c6606b92c,2017-12-01,338.79000,2,2017-12
2a5b78b41cd05baeac8df54c6606b92c,2018-01-01,864.84000,6,2018-01
2a5b78b41cd05baeac8df54c6606b92c,2018-02-01,2887.09000,7,2018-02
2a5b78b41cd05baeac8df54c6606b92c,2018-03-01,298.40000,2,2018-03
2a5b78b41cd05baeac8df54c6606b92c,2018-04-01,48.99000,1,2018-04
2a5b78b41cd05baeac8df54c6606b92c,2018-05-01,4275.13000,8,2018-05
2a5b78b41cd05baeac8df54c6606b92c,2018-06-01,4244.50000,7,2018-06
2a5b78b41cd05baeac8df54c6606b92c,2018-07-01,1208.18000,3,2018-07
2a5b78b41cd05baeac8df54c6606b92c,2018-08-01,291.98000,2,2018-08
2a61c271b1ac763450d846849783e922,2017-09-01,34.99000,1,2017-09
2a61c271b1ac763450d846849783e922,2017-11-01,574.92000,6,2017-11
2a61c271b1ac763450d846849783e922,2017-12-01,93.99000,1,2017-12
2a61c271b1ac763450d846849783e922,2018-01-01,561.90000,6,2018-01
2a61c271b1ac763450d846849783e922,2018-02-01,220.97000,3,2018-02
2a6fbeaa7ab9e5d59a35841a8da71ce4,2017-03-01,119.90000,3,2017-03
2a6fbeaa7ab9e5d59a35841a8da71ce4,2017-08-01,130.00000,1,2017-08
2a6fbeaa7ab9e5d59a35841a8da71ce4,2017-09-01,130.00000,1,2017-09
2a6fbeaa7ab9e5d59a35841a8da71ce4,2017-10-01,80.00000,2,2017-10
2a6fbeaa7ab9e5d59a35841a8da71ce4,2017-11-01,55.50000,2,2017-11
2a6fbeaa7ab9e5d59a35841a8da71ce4,2017-12-01,97.80000,2,2017-12
2a6fbeaa7ab9e5d59a35841a8da71ce4,2018-01-01,167.80000,3,2018-01
2a6fbeaa7ab9e5d59a35841a8da71ce4,2018-02-01,260.60000,5,2018-02
2a6fbeaa7ab9e5d59a35841a8da71ce4,2018-03-01,197.80000,4,2018-03
2a6fbeaa7ab9e5d59a35841a8da71ce4,2018-04-01,177.00000,2,2018-04
2a6fbeaa7ab9e5d59a35841a8da71ce4,2018-05-01,65.00000,1,2018-05
2a6fbeaa7ab9e5d59a35841a8da71ce4,2018-06-01,144.89000,3,2018-06
2a6fbeaa7ab9e5d59a35841a8da71ce4,2018-07-01,6.50000,1,2018-07
2a73cba571d90c694b7caca072ccf6ce,2018-07-01,342.78000,1,2018-07
2a7c6c0b0d5efde2bf75ec1e1cec2d41,2017-11-01,47.90000,1,2017-11
2a7c6c0b0d5efde2bf75ec1e1cec2d41,2017-12-01,99.70000,2,2017-12
2a7dc43cecabf23403078e2188437d1d,2017-11-01,1411.97000,14,2017-11
2a7dc43cecabf23403078e2188437d1d,2017-12-01,885.50000,7,2017-12
2a7dc43cecabf23403078e2188437d1d,2018-01-01,674.39000,7,2018-01
2a7dc43cecabf23403078e2188437d1d,2018-02-01,731.99000,10,2018-02
2a7dc43cecabf23403078e2188437d1d,2018-03-01,85.80000,2,2018-03
2a7dc43cecabf23403078e2188437d1d,2018-04-01,539.38000,8,2018-04
2a7dc43cecabf23403078e2188437d1d,2018-05-01,427.98000,3,2018-05
2a7dc43cecabf23403078e2188437d1d,2018-06-01,38.90000,1,2018-06
2a84855fd20af891be03bc5924d2b453,2017-12-01,220.00000,2,2017-12
2a84855fd20af891be03bc5924d2b453,2018-01-01,3126.90000,32,2018-01
2a84855fd20af891be03bc5924d2b453,2018-02-01,1706.20000,12,2018-02
2a84855fd20af891be03bc5924d2b453,2018-03-01,1265.80000,13,2018-03
2a84855fd20af891be03bc5924d2b453,2018-04-01,2402.60000,20,2018-04
2a84855fd20af891be03bc5924d2b453,2018-05-01,2507.60000,20,2018-05
2a84855fd20af891be03bc5924d2b453,2018-06-01,1835.70000,29,2018-06
2a84855fd20af891be03bc5924d2b453,2018-07-01,894.50000,14,2018-07
2a84855fd20af891be03bc5924d2b453,2018-08-01,1029.70000,13,2018-08
2aa3443d7bf9d9bb11133f420d75e083,2017-11-01,97.80000,2,2017-11
2aa3443d7bf9d9bb11133f420d75e083,2018-01-01,339.60000,4,2018-01
2aa3443d7bf9d9bb11133f420d75e083,2018-02-01,149.80000,2,2018-02
2aa3443d7bf9d9bb11133f420d75e083,2018-07-01,29.90000,1,2018-07
2aa3443d7bf9d9bb11133f420d75e083,2018-08-01,29.90000,1,2018-08
2aafae69bf4c41fbd94053d9413e87ee,2018-05-01,59.00000,1,2018-05
2aafae69bf4c41fbd94053d9413e87ee,2018-07-01,35.00000,1,2018-07
2addf05f476d0637864454e93ba673d5,2017-08-01,298.00000,2,2017-08
2addf05f476d0637864454e93ba673d5,2017-09-01,795.00000,1,2017-09
2addf05f476d0637864454e93ba673d5,2017-10-01,1154.00000,2,2017-10
2addf05f476d0637864454e93ba673d5,2017-11-01,418.00000,2,2017-11
2addf05f476d0637864454e93ba673d5,2017-12-01,514.00000,2,2017-12
2addf05f476d0637864454e93ba673d5,2018-01-01,209.00000,1,2018-01
2addf05f476d0637864454e93ba673d5,2018-02-01,955.00000,1,2018-02
2addf05f476d0637864454e93ba673d5,2018-03-01,209.00000,1,2018-03
2b03ac196f5ed62ac483960fe0fa3b65,2017-11-01,305.80000,2,2017-11
2b03ac196f5ed62ac483960fe0fa3b65,2017-12-01,182.30000,2,2017-12
2b03ac196f5ed62ac483960fe0fa3b65,2018-01-01,270.00000,2,2018-01
2b03ac196f5ed62ac483960fe0fa3b65,2018-05-01,85.00000,1,2018-05
2b1a40c1daabc6ca280c4b815c101841,2017-01-01,345.00000,1,2017-01
2b1a40c1daabc6ca280c4b815c101841,2017-02-01,1476.00000,3,2017-02
2b1a40c1daabc6ca280c4b815c101841,2017-03-01,718.00000,1,2017-03
2b1a40c1daabc6ca280c4b815c101841,2017-04-01,762.00000,2,2017-04
2b1a40c1daabc6ca280c4b815c101841,2017-05-01,219.00000,1,2017-05
2b1a40c1daabc6ca280c4b815c101841,2017-06-01,642.00000,1,2017-06
2b1a40c1daabc6ca280c4b815c101841,2017-08-01,2796.90000,2,2017-08
2b1a40c1daabc6ca280c4b815c101841,2017-09-01,259.98000,1,2017-09
2b1a40c1daabc6ca280c4b815c101841,2017-10-01,1725.90000,3,2017-10
2b1a40c1daabc6ca280c4b815c101841,2018-01-01,779.94000,2,2018-01
2b1a40c1daabc6ca280c4b815c101841,2018-02-01,1289.94000,2,2018-02
2b1a40c1daabc6ca280c4b815c101841,2018-03-01,387.00000,1,2018-03
2b1a40c1daabc6ca280c4b815c101841,2018-06-01,940.94000,2,2018-06
2b2fed75b8e5ea3a052fc4c0825da485,2017-04-01,180.00000,1,2017-04
2b2fed75b8e5ea3a052fc4c0825da485,2017-07-01,330.90000,2,2017-07
2b3b9ce054da76a7428df143a567b156,2018-06-01,39.00000,1,2018-06
2b3b9ce054da76a7428df143a567b156,2018-07-01,139.00000,2,2018-07
2b3b9ce054da76a7428df143a567b156,2018-08-01,123.00000,2,2018-08
2b3e4a2a3ea8e01938cabda2a3e5cc79,2017-05-01,6030.58000,4,2017-05
2b3e4a2a3ea8e01938cabda2a3e5cc79,2017-06-01,4990.39000,5,2017-06
2b3e4a2a3ea8e01938cabda2a3e5cc79,2017-07-01,245.97000,3,2017-07
2b3e4a2a3ea8e01938cabda2a3e5cc79,2017-08-01,2400.91000,11,2017-08
2b3e4a2a3ea8e01938cabda2a3e5cc79,2017-09-01,2123.91000,9,2017-09
2b3e4a2a3ea8e01938cabda2a3e5cc79,2017-10-01,1319.58000,2,2017-10
2b3e4a2a3ea8e01938cabda2a3e5cc79,2017-11-01,199.99000,1,2017-11
2b3e4a2a3ea8e01938cabda2a3e5cc79,2018-01-01,107.98000,2,2018-01
2b3e4a2a3ea8e01938cabda2a3e5cc79,2018-02-01,53.99000,1,2018-02
2b3e4a2a3ea8e01938cabda2a3e5cc79,2018-03-01,1356.98000,2,2018-03
2b3e4a2a3ea8e01938cabda2a3e5cc79,2018-04-01,177.99000,2,2018-04
2b3e4a2a3ea8e01938cabda2a3e5cc79,2018-05-01,309.00000,2,2018-05
2b3e4a2a3ea8e01938cabda2a3e5cc79,2018-06-01,1196.99000,2,2018-06
2b3e4a2a3ea8e01938cabda2a3e5cc79,2018-07-01,3114.89000,6,2018-07
2b402d5dc42554061f8ea98d1916f148,2018-04-01,299.89000,1,2018-04
2b5ed0c9139dae8883a200dfcb272ece,2017-04-01,19.44000,1,2017-04
2b5ed0c9139dae8883a200dfcb272ece,2017-07-01,21.99000,1,2017-07
2b5ed0c9139dae8883a200dfcb272ece,2017-11-01,43.98000,2,2017-11
2ba91c7ad80ff88b23b7db823b43c233,2018-04-01,316.00000,2,2018-04
2ba91c7ad80ff88b23b7db823b43c233,2018-05-01,217.90000,2,2018-05
2ba91c7ad80ff88b23b7db823b43c233,2018-06-01,158.00000,1,2018-06
2ba91c7ad80ff88b23b7db823b43c233,2018-08-01,48.50000,1,2018-08
2bd05d410a8fd26dc4184a15f4f2f588,2017-01-01,29.99000,1,2017-01
2bd05d410a8fd26dc4184a15f4f2f588,2017-02-01,78.00000,2,2017-02
2bd05d410a8fd26dc4184a15f4f2f588,2017-03-01,1041.00000,1,2017-03
2bd05d410a8fd26dc4184a15f4f2f588,2017-05-01,65.00000,1,2017-05
2bd05d410a8fd26dc4184a15f4f2f588,2017-10-01,102.74000,1,2017-10
2bdb95a56a36ebbc6640337ac5eac174,2017-01-01,89.90000,1,2017-01
2be17df1c49978426251562096c3cc09,2017-01-01,308.90000,2,2017-01
2be17df1c49978426251562096c3cc09,2017-02-01,139.00000,1,2017-02
2be17df1c49978426251562096c3cc09,2017-03-01,276.90000,2,2017-03
2be17df1c49978426251562096c3cc09,2017-04-01,137.90000,1,2017-04
2be17df1c49978426251562096c3cc09,2017-06-01,59.00000,1,2017-06
2be17df1c49978426251562096c3cc09,2017-07-01,132.00000,1,2017-07
2be17df1c49978426251562096c3cc09,2017-08-01,139.90000,1,2017-08
2be17df1c49978426251562096c3cc09,2017-09-01,278.90000,2,2017-09
2be17df1c49978426251562096c3cc09,2017-10-01,279.80000,2,2017-10
2be17df1c49978426251562096c3cc09,2017-12-01,279.80000,2,2017-12
2be17df1c49978426251562096c3cc09,2018-06-01,132.90000,1,2018-06
2bf28e311bba65237358230cabac3f15,2018-04-01,34.00000,1,2018-04
2bf28e311bba65237358230cabac3f15,2018-05-01,35.00000,1,2018-05
2bf28e311bba65237358230cabac3f15,2018-07-01,140.00000,3,2018-07
2bf28e311bba65237358230cabac3f15,2018-08-01,85.00000,2,2018-08
2bf6a2c1e71bbd29a4ad64e6d3c3629f,2017-11-01,12149.80000,7,2017-11
2bf6a2c1e71bbd29a4ad64e6d3c3629f,2017-12-01,6349.90000,4,2017-12
2bf6a2c1e71bbd29a4ad64e6d3c3629f,2018-01-01,6249.80000,4,2018-01
2bf6a2c1e71bbd29a4ad64e6d3c3629f,2018-03-01,8599.80000,4,2018-03
2bf6a2c1e71bbd29a4ad64e6d3c3629f,2018-04-01,3386.00000,3,2018-04
2bf6a2c1e71bbd29a4ad64e6d3c3629f,2018-05-01,5500.00000,2,2018-05
2bf6a2c1e71bbd29a4ad64e6d3c3629f,2018-06-01,3993.90000,3,2018-06
2bf6a2c1e71bbd29a4ad64e6d3c3629f,2018-08-01,4399.70000,3,2018-08
2c00c85d30361cd2ced2969cffbbffa3,2018-04-01,49.80000,1,2018-04
2c2c9832d1bb38c5b0034a3b47d313ee,2018-07-01,49.90000,1,2018-07
2c3d56f92f360fb89d849b84e8f50eae,2017-10-01,84.00000,2,2017-10
2c3d56f92f360fb89d849b84e8f50eae,2017-11-01,144.00000,2,2017-11
2c3d56f92f360fb89d849b84e8f50eae,2018-01-01,63.50000,2,2018-01
2c3d56f92f360fb89d849b84e8f50eae,2018-03-01,133.60000,1,2018-03
2c43fb513632d29b3b58df74816f1b06,2018-06-01,194.00000,2,2018-06
2c43fb513632d29b3b58df74816f1b06,2018-07-01,664.00000,1,2018-07
2c4c47cb51acd5ea5db5e0ae0e26542a,2017-09-01,379.98000,1,2017-09
2c4c47cb51acd5ea5db5e0ae0e26542a,2017-10-01,149.99000,1,2017-10
2c4c47cb51acd5ea5db5e0ae0e26542a,2017-11-01,179.17000,1,2017-11
2c4c47cb51acd5ea5db5e0ae0e26542a,2017-12-01,189.98000,1,2017-12
2c4c47cb51acd5ea5db5e0ae0e26542a,2018-01-01,369.15000,2,2018-01
2c4c47cb51acd5ea5db5e0ae0e26542a,2018-03-01,189.98000,1,2018-03
2c4c47cb51acd5ea5db5e0ae0e26542a,2018-05-01,189.98000,1,2018-05
2c4c47cb51acd5ea5db5e0ae0e26542a,2018-06-01,503.34000,2,2018-06
2c4c47cb51acd5ea5db5e0ae0e26542a,2018-07-01,424.33000,2,2018-07
2c538755f1ca9540af144f266e70df6c,2018-05-01,334.99000,1,2018-05
2c54051840f19eca309a5423cf22df36,2017-12-01,11.35000,1,2017-12
2c54051840f19eca309a5423cf22df36,2018-04-01,12.35000,1,2018-04
2c9005d8043aff18b8557ffb7b13cda4,2018-05-01,109.90000,1,2018-05
2c9e548be18521d1c43cde1c582c6de8,2017-10-01,291.08000,8,2017-10
2c9e548be18521d1c43cde1c582c6de8,2017-11-01,247.19000,7,2017-11
2c9e548be18521d1c43cde1c582c6de8,2017-12-01,695.90000,12,2017-12
2c9e548be18521d1c43cde1c582c6de8,2018-01-01,494.80000,9,2018-01
2c9e548be18521d1c43cde1c582c6de8,2018-02-01,677.89000,16,2018-02
2c9e548be18521d1c43cde1c582c6de8,2018-03-01,1280.10000,25,2018-03
2c9e548be18521d1c43cde1c582c6de8,2018-04-01,983.90000,20,2018-04
2c9e548be18521d1c43cde1c582c6de8,2018-05-01,364.90000,9,2018-05
2c9e548be18521d1c43cde1c582c6de8,2018-06-01,661.30000,12,2018-06
2c9e548be18521d1c43cde1c582c6de8,2018-07-01,87.70000,3,2018-07
2c9e548be18521d1c43cde1c582c6de8,2018-08-01,228.80000,3,2018-08
2cb4700db635baa1c0d4f90ed27b6669,2017-03-01,199.80000,2,2017-03
2cb6eb1b7185064167657fa09f541105,2018-02-01,317.70000,2,2018-02
2cb6eb1b7185064167657fa09f541105,2018-04-01,395.60000,1,2018-04
2cb6eb1b7185064167657fa09f541105,2018-05-01,239.80000,1,2018-05
2cb6eb1b7185064167657fa09f541105,2018-06-01,239.80000,1,2018-06
2cb6eb1b7185064167657fa09f541105,2018-08-01,25.00000,1,2018-08
2cb98e27ce1c18abdb42209b34c382a7,2018-06-01,62.49000,1,2018-06
2d20f1cd18725c91147da0791d498022,2018-08-01,99.80000,1,2018-08
2d22fc3089eb907b29ebff50581fb472,2018-04-01,317.70000,3,2018-04
2d2322d842118867781fc737e96d59a1,2018-06-01,50.20000,3,2018-06
2d2322d842118867781fc737e96d59a1,2018-07-01,29.00000,2,2018-07
2d2322d842118867781fc737e96d59a1,2018-08-01,97.20000,3,2018-08
2d2c62bef4c8ba0dd74e0e228e808539,2017-11-01,450.00000,1,2017-11
2d2c62bef4c8ba0dd74e0e228e808539,2018-01-01,95.00000,1,2018-01
2d2c62bef4c8ba0dd74e0e228e808539,2018-03-01,402.00000,2,2018-03
2d2c62bef4c8ba0dd74e0e228e808539,2018-04-01,325.00000,1,2018-04
2d2c62bef4c8ba0dd74e0e228e808539,2018-05-01,325.00000,1,2018-05
2d2c62bef4c8ba0dd74e0e228e808539,2018-06-01,315.00000,1,2018-06
2d2c62bef4c8ba0dd74e0e228e808539,2018-07-01,330.00000,2,2018-07
2d2c62bef4c8ba0dd74e0e228e808539,2018-08-01,1507.00000,7,2018-08
2d34636518ba88f5349b732fcf8ba2e4,2018-04-01,150.00000,1,2018-04
2d378dbb39815785238c0139c7647fb7,2017-04-01,499.00000,1,2017-04
2d378dbb39815785238c0139c7647fb7,2017-05-01,655.00000,1,2017-05
2d42ebcda99fd55f6f4bc2f1ca035d50,2018-06-01,356.00000,3,2018-06
2d42ebcda99fd55f6f4bc2f1ca035d50,2018-07-01,445.00000,5,2018-07
2d42ebcda99fd55f6f4bc2f1ca035d50,2018-08-01,120.50000,2,2018-08
2d50d6282f8aa2257819a77bfaa0efe0,2017-08-01,49.00000,1,2017-08
2d50d6282f8aa2257819a77bfaa0efe0,2017-09-01,301.00000,7,2017-09
2d50d6282f8aa2257819a77bfaa0efe0,2017-10-01,610.88000,8,2017-10
2d50d6282f8aa2257819a77bfaa0efe0,2017-11-01,319.00000,5,2017-11
2d50d6282f8aa2257819a77bfaa0efe0,2017-12-01,185.00000,3,2017-12
2d50d6282f8aa2257819a77bfaa0efe0,2018-01-01,418.00000,4,2018-01
2d50d6282f8aa2257819a77bfaa0efe0,2018-02-01,50.00000,1,2018-02
2d50d6282f8aa2257819a77bfaa0efe0,2018-03-01,447.00000,4,2018-03
2d50d6282f8aa2257819a77bfaa0efe0,2018-05-01,88.90000,2,2018-05
2d50d6282f8aa2257819a77bfaa0efe0,2018-06-01,432.00000,4,2018-06
2d50d6282f8aa2257819a77bfaa0efe0,2018-08-01,107.70000,3,2018-08
2d518637f53161b973e01f56ea4bb88e,2018-04-01,149.98000,2,2018-04
2d518637f53161b973e01f56ea4bb88e,2018-05-01,479.95000,5,2018-05
2d518637f53161b973e01f56ea4bb88e,2018-06-01,484.96000,5,2018-06
2d518637f53161b973e01f56ea4bb88e,2018-07-01,105.00000,1,2018-07
2d8cfba3fcd3170555941605edaa196a,2017-03-01,45.00000,1,2017-03
2d9e8987a2ea5cf88dce330249043ff1,2018-08-01,239.80000,2,2018-08
2dcf93836ae3ce0d7c93e2f10876467a,2018-06-01,49.90000,1,2018-06
2dcf93836ae3ce0d7c93e2f10876467a,2018-07-01,984.30000,4,2018-07
2dcf93836ae3ce0d7c93e2f10876467a,2018-08-01,409.60000,4,2018-08
2dd1fb6f0e42a2243b8a01e40cd41216,2017-02-01,169.99000,1,2017-02
2dd1fb6f0e42a2243b8a01e40cd41216,2017-04-01,516.90000,2,2017-04
2dee2ce60de9709b1a24083217181a1f,2017-07-01,54.00000,1,2017-07
2dee2ce60de9709b1a24083217181a1f,2017-10-01,3397.00000,23,2017-10
2dee2ce60de9709b1a24083217181a1f,2017-11-01,2005.20000,15,2017-11
2dee2ce60de9709b1a24083217181a1f,2017-12-01,834.30000,7,2017-12
2dee2ce60de9709b1a24083217181a1f,2018-01-01,483.00000,3,2018-01
2dee2ce60de9709b1a24083217181a1f,2018-03-01,145.00000,1,2018-03
2dee2ce60de9709b1a24083217181a1f,2018-06-01,866.00000,4,2018-06
2e0dba2da448400b1c11d7b4b22f32a4,2017-02-01,24.79000,1,2017-02
2e0dba2da448400b1c11d7b4b22f32a4,2017-03-01,76.75000,2,2017-03
2e0dba2da448400b1c11d7b4b22f32a4,2017-04-01,49.58000,2,2017-04
2e0dba2da448400b1c11d7b4b22f32a4,2017-05-01,84.75000,2,2017-05
2e13c71026e1a39ba5cc1b86dcb679aa,2017-12-01,190.00000,1,2017-12
2e13c71026e1a39ba5cc1b86dcb679aa,2018-01-01,152.00000,1,2018-01
2e13c71026e1a39ba5cc1b86dcb679aa,2018-02-01,152.00000,1,2018-02
2e13c71026e1a39ba5cc1b86dcb679aa,2018-03-01,714.00000,6,2018-03
2e13c71026e1a39ba5cc1b86dcb679aa,2018-04-01,883.00000,4,2018-04
2e13c71026e1a39ba5cc1b86dcb679aa,2018-05-01,608.00000,2,2018-05
2e13c71026e1a39ba5cc1b86dcb679aa,2018-06-01,380.00000,3,2018-06
2e13c71026e1a39ba5cc1b86dcb679aa,2018-07-01,152.00000,2,2018-07
2e13c71026e1a39ba5cc1b86dcb679aa,2018-08-01,562.00000,4,2018-08
2e1a7d075abe038c1b2743005fe42ff1,2017-08-01,67.90000,1,2017-08
2e1a7d075abe038c1b2743005fe42ff1,2017-09-01,65.90000,1,2017-09
2e1a7d075abe038c1b2743005fe42ff1,2017-11-01,453.20000,6,2017-11
2e1a7d075abe038c1b2743005fe42ff1,2018-01-01,184.60000,4,2018-01
2e1a7d075abe038c1b2743005fe42ff1,2018-02-01,355.60000,2,2018-02
2e1a7d075abe038c1b2743005fe42ff1,2018-04-01,144.70000,3,2018-04
2e1a7d075abe038c1b2743005fe42ff1,2018-05-01,94.90000,1,2018-05
2e1c9f22be269ef4643f826c9e650a52,2017-07-01,224.95000,5,2017-07
2e1c9f22be269ef4643f826c9e650a52,2017-08-01,1009.35000,14,2017-08
2e1c9f22be269ef4643f826c9e650a52,2017-09-01,777.35000,14,2017-09
2e1c9f22be269ef4643f826c9e650a52,2017-10-01,792.39000,11,2017-10
